StockCode,Description,quantity,revenue
22712,CARD DOLLY GIRL,1517,633.55
22713,CARD I LOVE LONDON,1001,399.75
22714,CARD BIRTHDAY COWBOY,1098,443.24
22715,CARD WEDDING DAY,210,83.88
22716,CARD CIRCUS PARADE,804,348.12
22717,CARD DOG AND BALL,261,118.23
22718,CARD CAT AND TREE,334,149.3
22720,SET OF 3 CAKE TINS PANTRY DESIGN,2500,13401.12
22721,SET OF 3 CAKE TINS SKETCHBOOK,287,1095.81
22722,SET OF 6 SPICE TINS PANTRY DESIGN,2567,10406.75
22723,SET OF 6 HERB TINS SKETCHBOOK,202,529.84
22725,ALARM CLOCK BAKELIKE CHOCOLATE,860,3601.2999999999997
22726,ALARM CLOCK BAKELIKE GREEN,2918,13056.77
22727,ALARM CLOCK BAKELIKE RED,3630,14453.74
22728,ALARM CLOCK BAKELIKE PINK,2164,8313.32
22729,ALARM CLOCK BAKELIKE ORANGE,336,1406.1499999999999
22730,ALARM CLOCK BAKELIKE IVORY,1293,5135.14
22731,3D CHRISTMAS STAMPS STICKERS,947,1243.45
22732,3D VINTAGE CHRISTMAS STICKERS,1304,1700.7
22733,3D TRADITIONAL CHRISTMAS STICKERS,1309,1719.17
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2828,8974.9
22735,RIBBON REEL SOCKS AND MITTENS,492,942.33
22736,RIBBON REEL MAKING SNOWMEN,857,1630
22737,RIBBON REEL CHRISTMAS PRESENT,1064,2015.45
22738,RIBBON REEL SNOWY VILLAGE,1572,2754.73
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1244,2373.92
22740,adjustment,89,0
22740,POLKADOT PEN,89,75.64999999999999
22741,FUNKY DIVA PEN,2693,2394.35
22742,MAKE YOUR OWN PLAYTIME CARD KIT,385,570.95
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,426,824.86
22744,MAKE YOUR OWN MONSOON CARD KIT,400,663.4000000000001
22745,POPPY'S PLAYHOUSE BEDROOM,593,1470.65
22746,POPPY'S PLAYHOUSE LIVINGROOM,397,907.69
22747,POPPY'S PLAYHOUSE BATHROOM,249,563.57
22748,POPPY'S PLAYHOUSE KITCHEN,652,1609.74
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1106,4550.9
22750,FELTCRAFT PRINCESS LOLA DOLL,844,3247.33
22751,FELTCRAFT PRINCESS OLIVIA DOLL,586,2269.92
22752,SET 7 BABUSHKA NESTING BOXES,655,4886.67
22753,SMALL YELLOW BABUSHKA NOTEBOOK,475,284.75
22754,SMALL RED BABUSHKA NOTEBOOK,988,525.3
22755,SMALL PURPLE BABUSHKA NOTEBOOK,739,350.27
22756,LARGE YELLOW BABUSHKA NOTEBOOK,270,226.54999999999998
22757,LARGE RED BABUSHKA NOTEBOOK,504,377.24
22758,LARGE PURPLE BABUSHKA NOTEBOOK,722,487.44
22759,check,17,0
22759,found,96,0
22759,SET OF 3 NOTEBOOKS IN PARCEL,2644,4352
22761,CHEST 7 DRAWER MA CAMPAGNE,10,234.5
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,40,603.42
22763,KEY CABINET MA CAMPAGNE,61,639.6
22766,PHOTO FRAME CORNICE,1158,3521.46
22767,TRIPLE PHOTO FRAME CORNICE,319,2645.1299999999997
22768,FAMILY PHOTO FRAME CORNICE,401,3648.6
22770,MIRROR CORNICE,28,401
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,1458,2065.26
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,699,1107.33
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,350,471
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,467,615.21
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,964,1436.47
22776,SWEETHEART 3 TIER CAKE STAND,268,3202.37
22776,SWEETHEART CAKESTAND 3 TIER,5,49.75
22778,GLASS CLOCHE SMALL,166,616.44
22779,WOODEN OWLS LIGHT GARLAND,333,1367.25
22780,LIGHT GARLAND BUTTERFILES PINK,246,1021.5
22781,GUMBALL MAGAZINE RACK,155,1525.8300000000002
22782,SET 3 WICKER STORAGE BASKETS,21,523.9499999999999
22784,LANTERN CREAM GAZEBO,297,1590.75
22785,SQUARECUSHION COVER PINK UNION JACK,145,378.03
22786,CUSHION COVER PINK UNION JACK,36,197.6
22789,T-LIGHT HOLDER SWEETHEART HANGING,111,229.53
22791,T-LIGHT GLASS FLUTED ANTIQUE,3043,3728.59
22792,FLUTED ANTIQUE CANDLE HOLDER,1533,1360.25
22794,SWEETHEART WIRE MAGAZINE RACK,51,436.81
22795,SWEETHEART RECIPE BOOK STAND,406,2960.3
22796,PHOTO FRAME 3 CLASSIC HANGING,151,1450.25
22797,CHEST OF DRAWERS GINGHAM HEART,33,551.6899999999999
22798,ANTIQUE GLASS DRESSING TABLE POT,719,2244.09
22799,SWEETHEART WIRE FRUIT BOWL,56,333.89
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,222,968.33
22801,ANTIQUE GLASS PEDESTAL BOWL,356,1432.61
22802,FAUX FUR CHOCOLATE THROW,36,490.2
22803,IVORY EMBROIDERED QUILT,2,79.9
22804,CANDLEHOLDER PINK HANGING HEART,192,549.32
22804,PINK HANGING HEART T-LIGHT HOLDER,880,1664.16
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,470,677.77
22806,SET OF 6 T-LIGHTS WEDDING CAKE,99,192.89000000000001
22807,SET OF 6 T-LIGHTS TOADSTOOLS,264,752.44
22808,SET OF 6 T-LIGHTS EASTER CHICKS,31,58.61
22809,SET OF 6 T-LIGHTS SANTA,1035,3190.57
22810,SET OF 6 T-LIGHTS SNOWMEN,646,2137.1000000000004
22811,SET OF 6 T-LIGHTS CACTI,519,1354.97
22812,check,48,0
22812,PACK 3 BOXES CHRISTMAS PANETTONE,76,248.48
22812,PACK 3 BOXES CHRISTMAS PANNETONE,1190,2314.56
22813,PACK 3 BOXES BIRD PANETTONE,204,451.84
22813,PACK 3 BOXES BIRD PANNETONE,863,1600.35
22814,CARD PARTY GAMES,681,277.38
22815,CARD PSYCHEDELIC APPLES,815,342.3
22816,CARD MOTORBIKE SANTA,3205,1326.66
22817,CARD SUKI BIRTHDAY,685,283.38
22818,CARD CHRISTMAS VILLAGE,2932,1227.53
22819,"BIRTHDAY CARD, RETRO SPOT",901,369.78
22820,GIFT BAG BIRTHDAY,115,75.65
22821,GIFT BAG PSYCHEDELIC APPLES,274,187.82000000000002
22822,CREAM WALL PLANTER HEART SHAPED,27,186.69
22823,CHEST NATURAL WOOD 20 DRAWERS,6,660
22823,test,22,0
22824,3 TIER SWEETHEART GARDEN SHELF,7,239.65000000000003
22825,DECORATIVE PLANT POT WITH FRIEZE,11,87.45
22826,LOVE SEAT ANTIQUE WHITE METAL,31,2635
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,9,1365
22828,REGENCY MIRROR WITH SHUTTERS,3,455
22829,SWEETHEART WIRE WALL TIDY,18,179.1
22831,WHITE BROCANTE SOAP DISH,103,315.21000000000004
22832,BROCANTE SHELF WITH HOOKS,32,356.08
22834,HAND WARMER BABUSHKA DESIGN,630,1374.5200000000002
22835,HOT WATER BOTTLE I AM SO POORLY,2053,10536.24
22837,HOT WATER BOTTLE BABUSHKA,9,41.85
22838,3 TIER CAKE TIN RED AND CREAM,189,2730.95
22839,3 TIER CAKE TIN GREEN AND CREAM,121,1844.77
22840,ROUND CAKE TIN VINTAGE RED,225,1693.55
22841,ROUND CAKE TIN VINTAGE GREEN,143,1089.17
22842,BISCUIT TIN VINTAGE RED,136,878.28
22843,BISCUIT TIN VINTAGE GREEN,91,556.53
22844,VINTAGE CREAM DOG FOOD CONTAINER,218,2269.55
22845,VINTAGE CREAM CAT FOOD CONTAINER,180,1287.8999999999999
22846,BREAD BIN DINER STYLE RED,210,3344.04
22847,BREAD BIN DINER STYLE IVORY,305,4833.2699999999995
22848,AMAZON,1,0
22848,BREAD BIN DINER STYLE PINK,31,504.84
22848,check,2,0
22849,BREAD BIN DINER STYLE MINT,1,16.95
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,481,427.57
22852,DOG BOWL VINTAGE CREAM,117,521.49
22853,CAT BOWL VINTAGE CREAM,121,413.53
22854,CREAM SWEETHEART EGG HOLDER,2,9.9
22856,ASSORTED EASTER DECORATIONS  BELLS,48,60
22857,ASSORTED EASTER GIFT TAGS,12,10.2
22858,EASTER TIN KEEPSAKE,3,4.949999999999999
22859,EASTER TIN BUNNY BOUQUET,157,237.45
22860,EASTER TIN CHICKS PINK DAISY,9,14.849999999999998
22863,SOAP DISH BROCANTE,70,212.18
22865,HAND WARMER OWL DESIGN,6308,13441.260000000002
22866,HAND WARMER SCOTTY DOG DESIGN,5198,11370.810000000001
22867,HAND WARMER BIRD DESIGN,4535,9875.380000000001
22868,NUMBER TILE COTTAGE GARDEN 0,6,24.78
22869,NUMBER TILE COTTAGE GARDEN 1,8,26.5
22870,NUMBER TILE COTTAGE GARDEN 2,8,28.68
22871,NUMBER TILE COTTAGE GARDEN 3,3,8.03
22872,NUMBER TILE COTTAGE GARDEN 4,5,20.65
22873,NUMBER TILE COTTAGE GARDEN 5,2,6.08
22874,NUMBER TILE COTTAGE GARDEN 6,3,10.209999999999999
22875,NUMBER TILE COTTAGE GARDEN 7,3,10.209999999999999
22876,NUMBER TILE COTTAGE GARDEN 8,2,8.26
22877,NUMBER TILE COTTAGE GARDEN 9,2,8.26
22878,NUMBER TILE COTTAGE GARDEN No,5,20.65
22879,NUMBER TILE VINTAGE FONT 0,4,12.16
22880,NUMBER TILE VINTAGE FONT 1,10,26.04
22881,NUMBER TILE VINTAGE FONT 2,10,32.58
22882,NUMBER TILE VINTAGE FONT 3,9,21.91
22883,NUMBER TILE VINTAGE FONT 4,9,30.63
22884,NUMBER TILE VINTAGE FONT 5,9,24.09
22885,NUMBER TILE VINTAGE FONT 6,10,32.58
22886,NUMBER TILE VINTAGE FONT 7,6,13.879999999999999
22887,NUMBER TILE VINTAGE FONT 8,6,13.879999999999999
22888,NUMBER TILE VINTAGE FONT 9,7,22.37
22889,NUMBER TILE VINTAGE FONT No,14,37.52
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,109,1102.42
22891,TEA FOR ONE POLKADOT,123,660.23
22892,SET OF SALT AND PEPPER TOADSTOOLS,482,588.82
22893,MINI CAKE STAND T-LIGHT HOLDER,384,204.32999999999998
22894,TABLECLOTH RED APPLES DESIGN,38,388.94
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,449,1490.37
22896,PEG BAG APPLES DESIGN,222,627.52
22897,OVEN MITT APPLES DESIGN,422,659.75
22898,CHILDRENS APRON APPLES DESIGN,769,1821.24
22899,CHILDREN'S APRON DOLLY GIRL,798,1684.2800000000002
22900,SET 2 TEA TOWELS I LOVE LONDON,1181,4016.33
22902,TOTE BAG I LOVE LONDON,335,707.1600000000001
22903,CALENDAR FAMILY FAVOURITES,86,216.06
22904,CALENDAR PAPER CUT DESIGN,533,1590.71
22905,CALENDAR IN SEASON DESIGN,380,899.98
22906,12 MESSAGE CARDS WITH ENVELOPES,547,899.3499999999999
22907,PACK OF 20 NAPKINS PANTRY DESIGN,1458,1247.8799999999999
22908,PACK OF 20 NAPKINS RED APPLES,725,624.8299999999999
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,6552,6022.719999999999
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,7761,24317.65
22911,PAPER CHAIN KIT LONDON,159,448.41
22912,YELLOW COAT RACK PARIS FASHION,30,166.02
22913,RED COAT RACK PARIS FASHION,27,151.17000000000002
22914,BLUE COAT RACK PARIS FASHION,39,222.25
22915,ASSORTED BOTTLE TOP  MAGNETS,1052,401.82
22916,HERB MARKER THYME,249,176.55
22917,HERB MARKER ROSEMARY,257,184.69
22918,HERB MARKER PARSLEY,254,180.78
22919,HERB MARKER MINT,221,155.41
22920,HERB MARKER BASIL,236,167.12
22921,HERB MARKER CHIVES,254,173.92000000000002
22922,FRIDGE MAGNETS US DINER ASSORTED,447,387.15
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,375,298.04999999999995
22924,FRIDGE MAGNETS LA VIE EN ROSE,480,415.2
22925,AMAZON,1,0
22925,BLUE GIANT GARDEN THERMOMETER,58,364.63
22925,check,1,0
22927,Amazon,1,0
22927,GREEN GIANT GARDEN THERMOMETER,26,160.38
22928,YELLOW GIANT GARDEN THERMOMETER,114,931.36
22929,SCHOOL DESK AND CHAIR,6,361.8
22930,BAKING MOULD HEART MILK CHOCOLATE,189,531.54
22931,BAKING MOULD HEART WHITE CHOCOLATE,63,179.92999999999998
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,48,129.63
22933,BAKING MOULD EASTER EGG MILK CHOC,6,20.54
22934,BAKING MOULD EASTER EGG WHITE CHOC,9,29.390000000000004
22935,BAKING MOULD ROSE MILK CHOCOLATE,28,123.8
22936,BAKING MOULD ROSE WHITE CHOCOLATE,24,111.8
22937,BAKING MOULD CHOCOLATE CUPCAKES,117,346.55
22938,CUPCAKE LACE PAPER SET 6,658,1207.6
22939,ADULT APRON APPLE DELIGHT,156,789.76
22940,FELTCRAFT CHRISTMAS FAIRY,1126,4718.46
22941,CHRISTMAS LIGHTS 10 REINDEER,1352,11162.42
22942,CHRISTMAS LIGHTS 10 SANTAS,515,3673.84
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,913,4442.81
22944,CHRISTMAS METAL POSTCARD WITH BELLS,3317,1705.71
22945,CHRISTMAS METAL TAGS ASSORTED,1815,1632.33
22946,WOODEN ADVENT CALENDAR CREAM,274,4236.36
22947,WOODEN ADVENT CALENDAR RED,691,7714.53
22948,METAL DECORATION NAUGHTY CHILDREN,459,503.66999999999996
22949,36 DOILIES DOLLY GIRL,150,218.96999999999997
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,45,69.66
22950,36 DOILIES VINTAGE CHRISTMAS,2403,3384.93
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,38,71.27
22951,60 CAKE CASES DOLLY GIRL DESIGN,2434,1304.3600000000001
22952,60 CAKE CASES VINTAGE CHRISTMAS,11532,7084.41
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,82,107.34
22954,HEN PARTY CORDON BARRIER TAPE,41,51.25
22955,36 FOIL STAR CAKE CASES,488,921.8900000000001
22956,36 FOIL HEART CAKE CASES,339,567.3100000000001
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,17.700000000000003
22959,WRAP CHRISTMAS VILLAGE,4101,1710.42
22960,JAM MAKING SET WITH JARS,2664,11623.36
22961,JAM MAKING SET PRINTED,5560,9261.619999999999
22962,JAM JAR WITH PINK LID,775,683.7099999999999
22963,JAM JAR WITH GREEN LID,577,534.13
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,763,1651.5600000000002
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,372,819.7700000000001
22966,GINGERBREAD MAN COOKIE CUTTER,2925,3711.14
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,17.700000000000003
22968,ROSE COTTAGE KEEPSAKE BOX,57,700.9300000000001
22969,HOMEMADE JAM SCENTED CANDLES,3514,5611.82
22970,LONDON BUS COFFEE MUG,1042,2465.78
22971,QUEENS GUARD COFFEE MUG,488,1233.3999999999999
22972,CHILDREN'S SPACEBOY MUG,471,813.2299999999999
22973,CHILDREN'S CIRCUS PARADE MUG,340,576.4799999999999
22974,CHILDRENS DOLLY GIRL MUG,324,572.3199999999999
22975,SPACEBOY CHILDRENS EGG CUP,226,326.06
22976,CIRCUS PARADE CHILDRENS EGG CUP,180,245.57
22977,DOLLY GIRL CHILDRENS EGG CUP,115,163.11
22978,PANTRY ROLLING PIN,1007,4124.04
22979,PANTRY WASHING UP BRUSH,1484,2441.58
22980,PANTRY SCRUBBING BRUSH,339,600.3499999999999
22981,PANTRY APPLE CORER,98,165.62
22982,PANTRY PASTRY BRUSH,266,396.63
22983,CARD BILLBOARD FONT,1479,637.77
22984,CARD GINGHAM ROSE,631,259.84999999999997
22985,WRAP BILLBOARD FONTS DESIGN,600,252
22986,WRAP GINGHAM ROSE,1050,429
22987,WRAP SUMMER ROSE DESIGN,2,0.84
22988,SOLDIERS EGG CUP,2623,3136.57
22989,SET 2 PANTRY DESIGN TEA TOWELS,527,1774.63
22990,COTTON APRON PANTRY DESIGN,198,822.46
22991,GIRAFFE WOODEN RULER,1581,3370.83
22992,REVOLVER WOODEN RULER,2158,4668
22993,SET OF 4 PANTRY JELLY MOULDS,4296,5827.49
22994,TRAVEL CARD WALLET RETROSPOT,813,357.86
22995,TRAVEL CARD WALLET SUKI,625,292.43
22996,TRAVEL CARD WALLET VINTAGE TICKET,1527,684.39
22997,TRAVEL CARD WALLET UNION JACK,867,375.62
22998,TRAVEL CARD WALLET KEEP CALM,4084,1892.49
22999,TRAVEL CARD WALLET VINTAGE LEAF,873,376.91
23000,TRAVEL CARD WALLET TRANSPORT,1131,494.7
23002,TRAVEL CARD WALLET SKULLS,914,397
23004,TRAVEL CARD WALLET PANTRY,725,336.07
23005,TRAVEL CARD WALLET I LOVE LONDON,2685,1285.35
23006,TRAVEL CARD WALLET FLOWER MEADOW,489,214.4
23007,SPACEBOY BABY GIFT SET,183,2714.41
23008,DOLLY GIRL BABY GIFT SET,112,1706.6399999999999
23009,I LOVE LONDON BABY GIFT SET,126,1810.2699999999998
23010,CIRCUS PARADE BABY GIFT SET,84,1233.08
23012,GLASS APOTHECARY BOTTLE PERFUME,715,2793.4700000000003
23013,GLASS APOTHECARY BOTTLE TONIC,608,2450.2200000000003
23014,GLASS APOTHECARY BOTTLE ELIXIR,502,2032.16
23015,CORDIAL GLASS JUG,6,49.5
23015,CORDIAL JUG,4,33
23016,GLASS TWIST BON BON JAR,49,386.13
23017,APOTHECARY MEASURING JAR,38,488.08000000000004
23018,LARGE APOTHECARY MEASURING JAR,18,216.9
23019,SMALL APOTHECARY MEASURING JAR,33,257.85
23020,GLASS  SONGBIRD STORAGE JAR,80,970.9200000000001
23020,GLASS SONGBIRD STORAGE JAR,2,25
23021,GLASS BONNE JAM JAR,71,285.05
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,204,396.48
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,147,237.86999999999998
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,88,225.52000000000004
23025,DRAWER KNOB VINTAGE GLASS BALL,231,511.23
23026,DRAWER KNOB VINTAGE GLASS STAR,246,538.33
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,214,457.42
23028,DRAWER KNOB CRACKLE GLAZE BLUE,256,445.84
23029,DRAWER KNOB CRACKLE GLAZE GREEN,573,975.4499999999999
23031,DRAWER KNOB CRACKLE GLAZE PINK,614,1057.86
23032,DRAWER KNOB CRACKLE GLAZE IVORY,948,1597.9599999999998
23033,DRAWER KNOB CERAMIC RED,435,657.55
23034,DRAWER KNOB CERAMIC BLACK,474,734.3399999999999
23035,DRAWER KNOB CERAMIC IVORY,1082,1634.34
23036,T-LIGHT HOLDER SILVER PETIT FOUR,125,158.67
23037,CANDLE HOLDER SILVER MADELINE,108,184.75999999999996
23038,T-LIGHT HOLDER SILVER SAUCER,8,13.04
23039,T-LIGHT HOLDER SILVER HEART HANDLE,123,250.75
23040,PAPER LANTERN 9 POINT SNOW STAR,216,1181.28
23041,PAPER LANTERN 9 POINT SNOW STAR,187,821.59
23042,PAPER LANTERN 7 POINT SNOW STAR,78,538.62
23043,PAPER LANTERN 9 POINT HOLLY STAR L,66,449.76
23044,PAPER LANTERN 9 POINT HOLLY STAR S,63,265.59000000000003
23045,PAPER LANTERN 5 POINT STAR MOON,93,394.23
23046,PAPER LANTERN 9 POINT DELUXE STAR,295,1745.75
23047,PAPER LANTERN 5 POINT SEQUIN STAR,24,138
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,435,1762.51
23049,RECYCLED ACAPULCO MAT RED,56,503.9
23050,RECYCLED ACAPULCO MAT GREEN,67,570.27
23051,RECYCLED ACAPULCO MAT BLUE,35,305.51
23052,RECYCLED ACAPULCO MAT TURQUOISE,63,628.6899999999999
23053,RECYCLED ACAPULCO MAT PINK,39,347.65
23054,RECYCLED ACAPULCO MAT LAVENDER,27,264.65
23055,IVORY CHANDELIER T-LIGHT HOLDER,600,1038.93
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,880,2373.16
23057,BEADED CHANDELIER T-LIGHT HOLDER,620,1046.84
23058,CHRISTMAS HANGING SNOWFLAKE,490,430.86
23060,HEART BEADED TRELLIS DECORATION,136,282.88
23061,VINTAGE EMBOSSED HEART,292,381.94
23064,CINDERELLA CHANDELIER,199,2634.25
23065,LARGE DECO JEWELLERY STAND,31,387.5
23066,SMALL DECO JEWELLERY STAND,22,189.88
23067,HANGING ENGRAVED METAL HEART,124,518.74
23068,ALUMINIUM STAMPED HEART,332,789.8100000000001
23069,EDWARDIAN PHOTO FRAME,44,281.21
23070,EDWARDIAN HEART PHOTO FRAME,68,319.46000000000004
23071,MARIE ANTOINETTE TRINKET BOX GOLD,283,837.5
23072,MARIE ANTOINETTE TRINKET BOX SILVER,315,986.42
23073,GEORGIAN TRINKET BOX,79,938.9000000000001
23074,EMBOSSED HEART TRINKET BOX,250,555.59
23075,PARLOUR CERAMIC WALL HOOK,174,711.1800000000001
23076,ICE CREAM SUNDAE LIP GLOSS,3145,3841.76
23077,DOUGHNUT LIP GLOSS,5592,7762.49
23078,ICE CREAM PEN LIP GLOSS,2362,2915.83
23079,TOADSTOOL BEDSIDE LIGHT,119,1065.05
23080,RED METAL BOX TOP SECRET,807,6900.59
23081,GREEN METAL BOX ARMY SUPPLIES,342,2857.1
23082,SET 6 PAPER TABLE LANTERN HEARTS,1305,4819.3
23083,SET 6 PAPER TABLE LANTERN STARS,1544,5827.03
23084,add stock to allocate online orders,2,0
23084,allocate stock for dotcom orders ta,4,0
23084,Amazon,1,0
23084,for online retail orders,1,0
23084,RABBIT NIGHT LIGHT,25694,56894.39
23084,website fixed,110,0
23085,ANTIQUE SILVER BAUBLE LAMP,338,3213.83
23086,ZINC  STAR T-LIGHT HOLDER,542,631.54
23087,ZINC  HEART T-LIGHT HOLDER,404,494.12
23088,ZINC HEART FLOWER T-LIGHT HOLDER,300,408.88
23089,GLASS BON BON JAR,1222,2346.14
23090,VINTAGE GLASS T-LIGHT HOLDER,1517,1281.03
23091,check,2,0
23091,METAL HERB GERDEN CONTAINER,12,64.67999999999999
23091,ZINC HERB GARDEN CONTAINER,83,556.01
23092,LARGE ANTIQUE WHITE PHOTO FRAME,297,2001.6000000000001
23093,SMALL PARISIENNE HEART PHOTO FRAME,343,757.59
23094,LE GRAND TRAY CHIC SET,43,562.42
23096,PETIT TRAY CHIC,645,1097.4099999999999
23099,FRENCH CARRIAGE LANTERN,48,340.36
23100,SILVER BELLS TABLE DECORATION,1617,2075.1
23101,SILVER STARS TABLE DECORATION,1488,1315.34
23102,SILVER HEARTS TABLE DECORATION,630,539.43
23103,BELL HEART DECORATION,24,39.599999999999994
23103,JINGLE BELL HEART DECORATION,2722,4594.74
23104,IVORY CAFE HANGING LAMP,67,793.12
23106,ZINC HEARTS PLANT POT HOLDER,107,269.63
23107,WHITE HEARTS WIRE PLANT POT HOLDER,166,444.14000000000004
23108,SET OF 10 LED DOLLY LIGHTS,1241,7546.59
23109,LED TEA LIGHTS,24,69.36
23109,PACK OF SIX LED TEA LIGHTS,1491,4277.89
23110,PARISIENNE KEY CABINET,265,1569.02
23111,PARISIENNE SEWING BOX,159,1969.58
23112,PARISIENNE CURIO CABINET,192,1608.0800000000002
23113,PANTRY CHOPPING BOARD,1154,5868.5
23114,VINTAGE LEAF CHOPPING BOARD,149,737.95
23115,RED APPLES CHOPPING BOARD,155,785.1700000000001
23116,VEGETABLE GARDEN CHOPPING BOARD,78,392.34000000000003
23117,POPPY FIELDS CHOPPING BOARD,93,501.23
23118,dotcom adjust,10,0
23118,PARISIENNE JEWELLERY DRAWER,388,3045.4
23119,PACK OF 6 LARGE FRUIT STRAWS,558,369.35999999999996
23120,PACK OF 6 SMALL FRUIT STRAWS,517,223.43
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,543,231.82
23122,PARTY CHARMS 50 PIECES,428,362.64
23123,COCKTAIL SWORDS 50 PIECES,353,301.34999999999997
23124,18PC WOODEN CUTLERY SET DISPOSABLE,27,45.85
23125,6PC WOOD PLATE SET DISPOSABLE,19,33.43
23126,FELTCRAFT GIRL AMELIE KIT,553,2727.56
23127,FELTCRAFT GIRL NICOLE KIT,330,1626.4
23128,FELTCRAFT BOY JEAN-PAUL KIT,155,773.46
23129,HEART SHAPED HOLLY WREATH,849,3580.3500000000004
23130,MISELTOE HEART WREATH,20,83
23130,MISTLETOE HEART WREATH GREEN,713,2994.03
23131,had been put aside,48,0
23131,MISELTOE HEART WREATH WHITE,18,74.7
23131,MISTLETOE HEART WREATH CREAM,376,1544.68
23132,SMALL IVORY HEART WALL ORGANISER,719,3493.32
23133,LARGE IVORY HEART WALL ORGANISER,521,3425.15
23134,LARGE ZINC HEART WALL ORGANISER,1,8.25
23135,SMALL ZINC HEART WALL ORGANISER,56,259.06
23136,IVORY WIRE SWEETHEART LETTER TRAY,40,157.42
23137,ZINC WIRE SWEETHEART LETTER TRAY,31,87.46
23138,SINGLE WIRE HOOK IVORY HEART,117,180.69
23139,SINGLE WIRE HOOK PINK HEART,71,74.55
23140,TRIPLE WIRE HOOK IVORY HEART,31,141.07
23141,TRIPLE WIRE HOOK PINK HEART,25,44.83
23142,IVORY WIRE KITCHEN ORGANISER,8,83.2
23143,ZINC WIRE KITCHEN ORGANISER,20,115.19
23144,ZINC T-LIGHT HOLDER STARS SMALL,1926,1599.2199999999998
23145,ZINC T-LIGHT HOLDER STAR LARGE,862,826.81
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,277,882.53
23147,SINGLE ANTIQUE ROSE HOOK IVORY,583,845.3499999999999
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,672,561.02
23149,ANTIQUE IVORY WIRE BOWL SMALL,25,64.72
23150,IVORY SWEETHEART SOAP DISH,69,181.69000000000003
23151,ZINC SWEETHEART SOAP DISH,35,47.120000000000005
23152,IVORY SWEETHEART WIRE LETTER RACK,192,710.14
23153,ZINC SWEETHEART WIRE LETTER RACK,85,333.59
23154,SET OF 4 JAM JAR MAGNETS,1124,2644.34
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,427,367.60999999999996
23156,SET OF 5 MINI GROCERY MAGNETS,616,1265.98
23157,check,212,0
23157,SET OF 6 NATIVITY MAGNETS,1963,3993.34
23158,SET OF 5 LUCKY CAT MAGNETS,1033,2247.19
23159,SET OF 5 PANCAKE DAY MAGNETS,612,1289.3600000000001
23160,REGENCY TEA SPOON,388,484
23161,REGENCY CAKE FORK,433,563.24
23162,REGENCY TEA STRAINER,692,2492.56
23163,REGENCY SUGAR TONGS,618,1531.89
23164,REGENCY CAKE SLICE,238,1102.5600000000002
23165,LARGE CERAMIC TOP STORAGE JAR,1131,1936.5899999999997
23166,MEDIUM CERAMIC TOP STORAGE JAR,1326,1600.27
23167,SMALL CERAMIC TOP STORAGE JAR,1879,1479.09
23168,CLASSIC CAFE SUGAR DISPENSER,1471,2073.11
23169,CLASSIC GLASS COOKIE JAR,868,3701.56
23170,REGENCY TEA PLATE ROSES,1867,3179.1099999999997
23171,REGENCY TEA PLATE GREEN,1552,2692.6
23172,REGENCY TEA PLATE PINK,1292,2201.2
23173,REGENCY TEAPOT ROSES,576,5634.8
23174,REGENCY SUGAR BOWL GREEN,580,2512.1800000000003
23175,REGENCY MILK JUG PINK,698,2341.53
